customer_id,tenure_months,monthly_data_usage_gb,monthly_call_minutes,support_calls,contract_type,churn
3014,40,13.01,293.0,2,Postpaid,0
3015,56,20.15,511.0,2,Postpaid,0
3016,44,11.43,357.0,2,Postpaid,0
3017,1,9.1,402.0,2,Postpaid,1
3018,57,11.7,335.0,0,Prepaid,0
3019,30,6.48,50.0,2,Prepaid,0
3020,21,6.16,283.0,2,Postpaid,0
3021,20,14.26,388.0,5,Postpaid,1
3022,6,16.95,135.0,1,Prepaid,1
3023,22,11.26,223.0,1,Postpaid,1
3024,18,2.13,349.0,0,Postpaid,1
3025,8,13.77,350.0,3,Postpaid,0
3026,39,22.34,459.0,0,Postpaid,0
3027,32,10.78,358.0,3,Prepaid,0
3028,33,11.11,454.0,1,Postpaid,0
3029,53,7.64,295.0,0,Postpaid,0
3030,16,14.41,432.0,1,Prepaid,1
3031,12,8.65,621.0,1,Postpaid,0
3032,38,17.11,443.0,0,Postpaid,0
3033,52,8.71,365.0,1,Postpaid,0
3034,34,13.71,259.0,1,Postpaid,0
3035,14,11.77,413.0,3,Postpaid,0
3036,36,19.78,367.0,2,Postpaid,1
3037,33,14.05,484.0,2,Postpaid,0
3038,23,18.94,127.0,1,Postpaid,0
3039,50,12.54,372.0,0,Prepaid,0
3040,45,11.15,463.0,0,Postpaid,0
3041,2,11.81,419.0,1,Postpaid,0
3042,41,8.14,350.0,1,Postpaid,0
3043,21,14.66,348.0,0,Postpaid,0
3044,2,8.55,235.0,1,Postpaid,1
3045,27,12.56,457.0,1,Prepaid,0
3046,57,16.28,464.0,1,Postpaid,0
3047,9,19.92,188.0,3,Postpaid,1
3048,1,12.81,515.0,2,Postpaid,1
3049,11,16.31,302.0,0,Postpaid,1
3050,3,15.71,344.0,2,Postpaid,0
3051,52,10.09,678.0,1,Prepaid,1
3052,23,22.54,640.0,2,Postpaid,0
3053,26,9.12,183.0,2,Postpaid,0
3054,4,12.45,208.0,2,Postpaid,0
3055,18,19.27,242.0,1,Postpaid,1
3056,55,19.15,638.0,2,Postpaid,1
3057,6,12.07,309.0,2,Postpaid,1
3058,35,16.95,179.0,1,Prepaid,0
3059,22,10.88,585.0,3,Postpaid,0
3060,43,9.56,489.0,4,Prepaid,0
3061,15,5.94,738.0,0,Prepaid,0
3062,22,15.62,489.0,2,Prepaid,0
3063,37,16.15,395.0,3,Postpaid,1
3064,52,9.16,438.0,0,Prepaid,0
3065,42,13.34,332.0,1,Prepaid,0
3066,12,25.25,596.0,5,Postpaid,0
3067,47,17.73,604.0,1,Postpaid,1
3068,49,7.49,163.0,1,Postpaid,0
3069,42,17.01,541.0,0,Postpaid,0
3070,38,7.52,239.0,1,Postpaid,0
3071,18,1.0,762.0,0,Postpaid,0
3072,45,11.9,628.0,3,Prepaid,0
3073,35,19.82,229.0,2,Postpaid,0
3074,30,18.99,436.0,1,Postpaid,0
3075,24,13.89,549.0,2,Prepaid,0
3076,42,9.29,306.0,0,Postpaid,1
3077,30,14.43,195.0,2,Postpaid,1
3078,14,10.65,415.0,3,Postpaid,0
3079,6,9.43,376.0,1,Postpaid,1
3080,3,17.31,263.0,1,Prepaid,1
3081,16,9.37,585.0,1,Postpaid,0
3082,7,17.64,207.0,0,Postpaid,0
3083,52,9.04,384.0,3,Prepaid,0
3084,14,22.29,427.0,3,Postpaid,1
3085,9,3.8,446.0,2,Postpaid,0
3086,15,7.22,570.0,1,Prepaid,0
3087,21,11.22,364.0,2,Postpaid,0
3088,35,2.08,50.0,8,Prepaid,1
3089,2,1.0,342.0,2,Postpaid,1
3090,27,2.12,509.0,1,Prepaid,1
3091,2,10.54,378.0,3,Prepaid,0
3092,35,10.67,379.0,4,Prepaid,0
3093,18,13.66,479.0,1,Postpaid,0
3094,14,11.01,499.0,0,Postpaid,0
3095,20,13.5,132.0,0,Postpaid,0
3096,18,9.75,397.0,2,Postpaid,1
3097,10,15.57,371.0,1,Prepaid,0
3098,25,14.97,411.0,0,Prepaid,0
3099,2,10.37,105.0,1,Postpaid,0
3100,25,14.67,598.0,4,Postpaid,0
3101,54,11.05,401.0,3,Prepaid,0
3102,33,4.39,464.0,1,Postpaid,0
3103,36,16.52,665.0,3,Prepaid,0
3104,31,7.47,465.0,0,Prepaid,1
3105,14,16.47,169.0,2,Prepaid,0
3106,1,13.62,387.0,2,Prepaid,0
3107,46,11.58,501.0,3,Postpaid,1
3108,16,2.62,408.0,0,Prepaid,0
3109,54,19.7,656.0,2,Prepaid,0
3110,46,10.18,272.0,1,Postpaid,0
3111,52,15.17,587.0,1,Postpaid,1
3112,3,11.43,526.0,0,Postpaid,0
3113,35,10.64,413.0,0,Postpaid,0
3114,41,12.96,450.0,4,Postpaid,0
3115,6,12.13,253.0,1,Postpaid,0
3116,25,10.67,354.0,2,Postpaid,0
3117,13,11.72,487.0,3,Postpaid,1
3118,53,14.14,378.0,2,Postpaid,0
3119,34,14.49,409.0,3,Postpaid,0
3120,8,12.22,549.0,0,Postpaid,0
3121,21,15.1,114.0,3,Prepaid,0
3122,34,9.88,455.0,2,Postpaid,0
3123,4,23.12,666.0,2,Postpaid,0
3124,25,19.43,343.0,3,Postpaid,1
3125,15,15.81,213.0,0,Prepaid,1
3126,4,2.29,342.0,0,Prepaid,0
3127,45,15.03,172.0,0,Prepaid,0
3128,12,10.32,434.0,0,Prepaid,0
3129,32,7.11,389.0,1,Postpaid,1
3130,32,10.19,448.0,1,Prepaid,1
3131,28,7.66,380.0,2,Postpaid,0
3132,13,14.53,429.0,0,Postpaid,0
3133,31,20.08,468.0,1,Prepaid,0
3134,14,16.13,220.0,2,Postpaid,0
3135,20,25.81,452.0,1,Prepaid,1
3136,18,4.23,617.0,1,Postpaid,1
3137,29,9.47,256.0,1,Postpaid,1
3138,6,7.28,446.0,2,Prepaid,0
3139,32,18.15,594.0,0,Prepaid,0
3140,29,10.9,227.0,2,Prepaid,0
3141,43,12.95,520.0,2,Postpaid,1
3142,2,15.17,367.0,1,Postpaid,0
3143,23,4.73,552.0,2,Postpaid,0
3144,19,8.89,276.0,3,Postpaid,0
3145,31,16.99,399.0,2,Postpaid,0
3146,51,9.26,172.0,0,Postpaid,1
3147,5,3.43,466.0,1,Postpaid,1
3148,19,7.49,467.0,0,Prepaid,0
3149,34,10.57,481.0,0,Postpaid,1
3150,10,12.83,474.0,3,Prepaid,0
3151,25,11.65,386.0,2,Prepaid,0
3152,2,8.93,178.0,3,Postpaid,0
3153,11,16.7,549.0,3,Postpaid,0
3154,50,11.35,394.0,0,Prepaid,0
3155,31,13.05,459.0,2,Prepaid,1
3156,56,9.2,372.0,1,Postpaid,0
3157,15,19.54,694.0,3,Prepaid,1
3158,9,10.04,315.0,2,Prepaid,1
3159,23,12.37,309.0,1,Prepaid,0
3160,19,17.17,166.0,1,Postpaid,0
3161,9,13.4,417.0,2,Postpaid,1
3162,35,13.28,679.0,1,Prepaid,0
3163,21,2.13,419.0,2,Postpaid,1
3164,9,15.4,434.0,0,Postpaid,0
3165,28,12.28,546.0,2,Postpaid,1
3166,46,14.71,424.0,1,Postpaid,1
3167,51,12.92,580.0,2,Prepaid,0
3168,7,9.2,602.0,0,Postpaid,0
3169,16,16.47,311.0,1,Postpaid,0
3170,16,12.99,185.0,0,Postpaid,0
3171,33,5.55,503.0,2,Postpaid,0
3172,4,18.54,448.0,2,Postpaid,0
3173,4,4.85,243.0,3,Postpaid,1
3174,39,16.5,298.0,0,Postpaid,1
3175,40,19.43,298.0,0,Prepaid,0
3176,17,6.47,422.0,0,Postpaid,0
3177,37,11.39,550.0,1,Prepaid,0
3178,39,10.92,558.0,0,Prepaid,0
3179,52,11.15,519.0,3,Postpaid,1
3180,29,21.15,356.0,4,Postpaid,0
3181,52,6.53,733.0,2,Postpaid,0
3182,36,10.47,405.0,1,Postpaid,0
3183,38,19.52,342.0,1,Prepaid,1
3184,39,10.39,195.0,1,Postpaid,0
3185,50,7.32,348.0,2,Postpaid,0
3186,37,13.32,466.0,1,Prepaid,0
3187,52,16.03,162.0,1,Prepaid,0
3188,35,10.04,257.0,1,Postpaid,0
3189,7,14.77,330.0,1,Postpaid,1
3190,27,5.12,284.0,1,Postpaid,1
3191,28,5.39,271.0,4,Postpaid,1
3192,22,9.8,569.0,0,Postpaid,0
3193,14,14.95,152.0,1,Postpaid,1
3194,7,15.81,426.0,1,Postpaid,1
3195,37,6.09,478.0,2,Prepaid,0
3196,22,15.62,327.0,1,Prepaid,0
3197,5,12.83,366.0,0,Postpaid,0
3198,55,7.6,394.0,2,Postpaid,0
3199,2,5.33,495.0,2,Postpaid,0
3200,27,13.15,630.0,1,Prepaid,0
3201,21,18.45,207.0,2,Postpaid,0
3202,54,12.18,263.0,2,Prepaid,1
3203,38,7.33,270.0,1,Prepaid,0
3204,15,2.66,398.0,1,Prepaid,0
3205,21,19.65,340.0,1,Postpaid,0
3206,10,17.21,500.0,1,Postpaid,1
3207,23,13.51,302.0,1,Postpaid,0
3208,58,19.39,267.0,1,Prepaid,1
3209,56,13.12,286.0,1,Postpaid,0
3210,39,9.34,417.0,1,Postpaid,0
3211,5,14.78,545.0,1,Prepaid,1
3212,1,7.85,393.0,0,Postpaid,0
3213,13,7.02,316.0,1,Postpaid,0
3214,21,15.86,245.0,2,Prepaid,1
3215,26,16.28,619.0,4,Prepaid,1
3216,50,5.63,136.0,3,Postpaid,1
3217,45,5.82,372.0,2,Prepaid,1
3218,21,9.77,511.0,4,Prepaid,1
3219,53,8.44,370.0,2,Postpaid,0
3220,18,14.38,315.0,3,Postpaid,1
3221,37,12.24,480.0,0,Postpaid,0
3222,45,17.82,236.0,0,Postpaid,0
3223,32,13.59,139.0,1,Postpaid,0
3224,36,8.78,453.0,1,Prepaid,0
3225,17,2.54,251.0,0,Prepaid,0
3226,35,12.9,420.0,1,Postpaid,0
3227,49,3.45,382.0,3,Postpaid,0
3228,11,8.72,439.0,1,Postpaid,0
3229,21,8.39,366.0,3,Postpaid,0
3230,52,9.46,483.0,1,Prepaid,0
3231,55,5.42,294.0,4,Postpaid,0
3232,53,8.37,517.0,2,Prepaid,0
3233,26,17.73,217.0,3,Prepaid,1
3234,4,17.72,576.0,0,Postpaid,1
3235,34,19.66,708.0,2,Postpaid,0
3236,52,12.05,416.0,3,Prepaid,1
3237,48,13.36,635.0,3,Postpaid,0
3238,18,17.8,674.0,2,Postpaid,0
3239,40,4.65,352.0,2,Prepaid,1
3240,35,16.03,407.0,1,Postpaid,1
3241,41,18.51,278.0,0,Postpaid,0
3242,29,7.56,288.0,0,Prepaid,0
3243,52,18.91,435.0,2,Postpaid,0
3244,29,22.29,155.0,2,Prepaid,0
3245,38,15.89,525.0,2,Prepaid,0
3246,42,14.97,425.0,2,Prepaid,0
3247,21,6.4,502.0,3,Postpaid,0
3248,42,17.35,373.0,1,Prepaid,0
3249,13,6.87,501.0,3,Postpaid,0
3250,49,13.85,437.0,2,Postpaid,0
3251,41,14.36,476.0,0,Prepaid,0
3252,17,1.0,535.0,1,Postpaid,0
3253,56,14.03,210.0,1,Postpaid,1
3254,9,25.11,295.0,2,Prepaid,1
3255,41,1.54,747.0,2,Prepaid,0
3256,1,11.73,431.0,1,Postpaid,0
3257,2,2.26,142.0,0,Prepaid,0
3258,48,7.53,143.0,0,Postpaid,0
3259,29,2.35,389.0,2,Prepaid,0
3260,33,12.8,322.0,2,Postpaid,0
3261,10,15.97,279.0,3,Postpaid,0
3262,50,14.05,669.0,1,Postpaid,0
3263,58,7.35,345.0,1,Prepaid,0
3264,40,8.95,523.0,1,Prepaid,1
3265,21,13.36,438.0,0,Prepaid,0
3266,28,7.51,356.0,0,Postpaid,1
3267,11,5.36,229.0,0,Prepaid,0
3268,55,10.8,515.0,0,Prepaid,0
3269,34,7.28,50.0,2,Prepaid,0
3270,8,14.06,531.0,4,Postpaid,0
3271,59,18.49,423.0,4,Postpaid,0
3272,22,24.99,493.0,1,Postpaid,0
3273,8,13.69,401.0,3,Postpaid,0
3274,49,15.23,215.0,1,Prepaid,0
3275,15,9.0,460.0,3,Postpaid,0
3276,17,9.31,527.0,2,Postpaid,0
3277,23,18.42,328.0,2,Postpaid,1
3278,24,10.62,499.0,3,Prepaid,1
3279,45,12.36,444.0,0,Postpaid,0
3280,19,18.11,468.0,2,Prepaid,0
3281,5,10.66,271.0,1,Prepaid,0
3282,32,19.5,592.0,0,Prepaid,0
3283,44,14.87,444.0,0,Prepaid,1
3284,1,14.28,525.0,1,Prepaid,1
3285,23,8.76,342.0,1,Prepaid,0
3286,37,14.55,547.0,1,Prepaid,0
3287,8,9.85,337.0,2,Prepaid,1
3288,13,14.35,266.0,3,Prepaid,1
3289,8,11.49,666.0,2,Prepaid,1
3290,57,16.83,50.0,0,Prepaid,0
3291,23,11.84,848.0,1,Postpaid,0
3292,43,22.19,505.0,1,Postpaid,0
3293,1,10.62,353.0,4,Postpaid,1
3294,45,9.33,449.0,0,Postpaid,1
3295,51,13.73,505.0,2,Postpaid,1
3296,24,17.39,350.0,4,Prepaid,0
3297,35,17.35,705.0,4,Postpaid,0
3298,24,12.83,621.0,2,Postpaid,0
3299,17,13.7,809.0,1,Postpaid,0
3300,5,13.7,217.0,2,Prepaid,0
3301,20,6.61,432.0,0,Postpaid,0
3302,21,17.12,192.0,1,Prepaid,0
3303,40,5.71,236.0,2,Postpaid,1
3304,58,6.62,351.0,1,Prepaid,0
3305,31,12.28,354.0,1,Postpaid,0
3306,46,10.4,455.0,0,Prepaid,0
3307,36,15.98,383.0,0,Postpaid,0
3308,11,14.24,520.0,3,Prepaid,1
3309,52,12.69,448.0,2,Postpaid,0
3310,15,6.37,647.0,2,Postpaid,0
3311,19,12.13,524.0,1,Postpaid,0
3312,7,11.74,223.0,2,Prepaid,1
3313,51,13.11,378.0,4,Postpaid,0
3314,28,9.85,388.0,0,Postpaid,0
3315,51,14.61,466.0,4,Prepaid,0
3316,43,10.27,561.0,1,Postpaid,1
3317,58,14.15,442.0,1,Prepaid,0
3318,5,15.98,487.0,1,Prepaid,0
3319,5,9.33,230.0,0,Postpaid,0
3320,30,8.14,331.0,3,Postpaid,0
3321,54,14.38,113.0,0,Postpaid,0
3322,32,5.39,466.0,3,Postpaid,0
3323,8,17.56,526.0,1,Postpaid,0
3324,10,12.05,202.0,2,Postpaid,1
3325,38,11.43,424.0,2,Prepaid,1
3326,47,14.73,385.0,0,Postpaid,0
3327,32,14.42,653.0,1,Postpaid,0
3328,48,12.03,266.0,1,Postpaid,0
3329,28,16.39,538.0,1,Postpaid,0
3330,17,8.64,571.0,2,Postpaid,1
3331,31,15.56,371.0,1,Postpaid,1
3332,8,6.61,444.0,0,Postpaid,0
3333,40,14.55,562.0,3,Prepaid,0
3334,25,10.36,235.0,1,Postpaid,0
3335,9,5.44,336.0,2,Prepaid,1
3336,2,13.28,428.0,3,Prepaid,1
3337,15,11.83,710.0,0,Postpaid,0
3338,50,4.29,340.0,1,Prepaid,0
3339,3,1.43,360.0,3,Postpaid,0
3340,49,11.24,632.0,2,Postpaid,0
3341,36,20.09,499.0,1,Postpaid,0
3342,4,13.61,727.0,1,Prepaid,0
3343,14,8.66,564.0,2,Prepaid,0
3344,41,17.41,378.0,2,Postpaid,0
3345,41,16.54,357.0,5,Prepaid,0
3346,25,18.36,276.0,2,Prepaid,0
3347,58,15.42,204.0,6,Postpaid,1
3348,55,16.43,451.0,0,Prepaid,0
3349,50,15.66,494.0,0,Postpaid,0
3350,10,9.61,512.0,0,Prepaid,0
3351,21,3.81,381.0,2,Prepaid,0
3352,36,9.39,690.0,3,Prepaid,1
3353,12,17.52,196.0,1,Postpaid,0
3354,27,10.09,179.0,2,Postpaid,0
3355,40,11.27,277.0,2,Postpaid,0
3356,2,6.17,401.0,1,Postpaid,1
3357,54,9.24,235.0,2,Postpaid,0
3358,13,11.95,602.0,3,Prepaid,0
3359,53,14.46,289.0,1,Postpaid,0
3360,32,9.71,262.0,2,Postpaid,0
3361,31,9.36,558.0,1,Postpaid,0
3362,16,16.21,431.0,1,Prepaid,0
3363,32,13.63,518.0,1,Postpaid,0
3364,32,14.24,393.0,3,Postpaid,0
3365,34,19.64,441.0,2,Prepaid,0
3366,11,9.47,185.0,3,Postpaid,1
3367,10,11.75,378.0,1,Prepaid,0
3368,15,14.76,243.0,3,Prepaid,0
3369,17,7.64,693.0,1,Postpaid,0
3370,40,13.15,594.0,2,Prepaid,1
3371,18,12.11,302.0,1,Prepaid,1
3372,55,25.89,369.0,0,Prepaid,1
3373,9,12.5,376.0,3,Prepaid,1
3374,25,17.78,723.0,2,Prepaid,0
3375,40,16.15,459.0,2,Prepaid,0
3376,59,6.22,336.0,0,Prepaid,0
3377,14,4.26,422.0,3,Postpaid,1
3378,58,13.24,169.0,0,Postpaid,0
3379,25,18.29,389.0,1,Postpaid,0
3380,50,13.44,238.0,2,Prepaid,0
3381,22,12.39,123.0,2,Postpaid,1
3382,52,10.58,698.0,1,Postpaid,0
3383,30,5.38,396.0,2,Prepaid,1
3384,20,7.2,284.0,3,Postpaid,1
3385,21,3.89,145.0,0,Postpaid,0
3386,44,6.48,367.0,3,Postpaid,1
3387,32,9.37,378.0,0,Prepaid,1
3388,51,15.88,515.0,3,Postpaid,1
3389,46,9.77,257.0,1,Prepaid,0
3390,49,13.28,320.0,2,Prepaid,0
3391,56,12.68,261.0,0,Postpaid,0
3392,21,14.5,367.0,1,Prepaid,0
3393,35,6.83,101.0,3,Prepaid,0
3394,58,17.3,279.0,2,Prepaid,0
3395,32,4.96,494.0,3,Postpaid,1
3396,30,9.76,216.0,4,Postpaid,1
3397,55,11.9,550.0,2,Postpaid,1
3398,39,15.8,531.0,2,Prepaid,0
3399,49,18.9,544.0,4,Postpaid,0
3400,12,15.84,399.0,0,Postpaid,0
3401,41,19.08,386.0,0,Postpaid,0
3402,47,7.85,448.0,3,Postpaid,1
3403,18,17.95,598.0,1,Prepaid,0
3404,21,17.09,584.0,3,Prepaid,0
3405,13,1.0,151.0,2,Postpaid,0
3406,21,10.9,269.0,1,Prepaid,1
3407,8,15.01,242.0,1,Postpaid,0
3408,46,9.42,509.0,1,Prepaid,1
3409,40,6.57,298.0,1,Postpaid,0
3410,46,22.57,369.0,4,Prepaid,1
3411,7,12.56,656.0,1,Prepaid,0
3412,23,12.69,568.0,7,Postpaid,1
3413,44,5.46,606.0,4,Postpaid,0
3414,32,8.94,292.0,0,Prepaid,0
3415,11,7.51,50.0,1,Postpaid,1
3416,22,17.39,341.0,1,Prepaid,0
3417,22,14.52,184.0,1,Postpaid,0
3418,43,9.15,108.0,0,Postpaid,0
3419,25,14.8,569.0,2,Postpaid,1
3420,22,10.73,266.0,4,Postpaid,1
3421,28,13.17,279.0,1,Postpaid,1
3422,29,13.15,345.0,1,Prepaid,0
3423,13,14.1,647.0,0,Prepaid,1
3424,18,13.5,376.0,2,Postpaid,0
3425,2,14.11,543.0,2,Postpaid,0
3426,29,18.28,353.0,1,Postpaid,0
3427,21,15.2,163.0,0,Postpaid,1
3428,15,10.32,222.0,1,Postpaid,0
3429,52,11.51,399.0,0,Postpaid,0
3430,27,18.15,416.0,4,Postpaid,1
3431,50,12.56,481.0,1,Prepaid,0
3432,31,10.13,481.0,2,Postpaid,0
3433,15,8.84,535.0,2,Postpaid,1
3434,51,13.37,285.0,1,Prepaid,0
3435,23,7.73,674.0,1,Prepaid,0
3436,24,18.42,688.0,1,Postpaid,1
3437,44,6.81,322.0,3,Prepaid,0
3438,13,19.39,281.0,4,Postpaid,1
3439,22,10.57,132.0,0,Postpaid,0
3440,43,6.62,426.0,0,Prepaid,0
3441,37,12.95,468.0,5,Prepaid,1
3442,33,7.23,313.0,0,Postpaid,0
3443,56,12.17,442.0,4,Prepaid,0
3444,3,9.11,192.0,0,Postpaid,1
3445,54,16.73,545.0,3,Prepaid,0
3446,19,12.68,320.0,0,Postpaid,0
3447,23,6.06,443.0,2,Prepaid,0
3448,29,9.01,432.0,4,Postpaid,0
3449,30,15.52,106.0,1,Postpaid,0
3450,39,18.44,525.0,1,Postpaid,1
3451,44,11.77,282.0,0,Postpaid,0
3452,47,6.78,430.0,2,Postpaid,1
3453,25,17.27,189.0,0,Postpaid,1
3454,37,15.5,328.0,1,Postpaid,0
3455,47,18.53,454.0,2,Prepaid,1
3456,8,13.45,238.0,1,Postpaid,1
3457,42,9.4,246.0,1,Prepaid,0
3458,58,14.58,419.0,1,Prepaid,1
3459,16,13.63,375.0,3,Postpaid,0
3460,8,9.13,452.0,1,Postpaid,1
3461,1,12.99,345.0,0,Postpaid,1
3462,44,11.02,496.0,1,Prepaid,0
3463,5,15.72,315.0,1,Prepaid,0
3464,3,14.46,490.0,0,Prepaid,0
3465,1,6.74,264.0,0,Postpaid,0
3466,4,6.24,308.0,2,Prepaid,0
3467,40,11.55,510.0,1,Prepaid,1
3468,35,12.16,323.0,1,Postpaid,0
3469,32,15.8,224.0,2,Prepaid,1
3470,42,14.57,660.0,3,Prepaid,0
3471,34,19.29,395.0,1,Postpaid,0
3472,43,9.66,471.0,2,Postpaid,0
3473,25,9.38,61.0,0,Postpaid,0
3474,10,7.2,600.0,0,Postpaid,0
3475,21,15.75,797.0,2,Postpaid,0
3476,46,12.11,586.0,0,Prepaid,1
3477,39,2.73,608.0,1,Prepaid,0
3478,27,13.01,339.0,2,Prepaid,0
3479,27,13.33,438.0,0,Postpaid,1
3480,2,11.28,473.0,2,Postpaid,0
3481,41,13.48,295.0,1,Postpaid,0
3482,48,5.9,381.0,2,Prepaid,1
3483,13,20.21,250.0,1,Prepaid,0
3484,9,13.9,341.0,0,Postpaid,0
3485,52,3.13,526.0,2,Prepaid,0
3486,36,11.97,135.0,1,Postpaid,0
3487,22,14.03,543.0,1,Postpaid,0
3488,42,6.44,163.0,1,Prepaid,0
3489,26,14.67,408.0,1,Postpaid,1
3490,58,20.4,422.0,2,Postpaid,0
3491,54,8.78,486.0,1,Prepaid,0
3492,12,14.14,373.0,2,Prepaid,1
3493,17,13.04,243.0,0,Prepaid,1
3494,14,16.84,428.0,5,Postpaid,1
3495,14,11.46,726.0,0,Prepaid,0
3496,57,6.67,398.0,3,Postpaid,0
3497,34,16.52,268.0,3,Postpaid,1
3498,53,6.96,330.0,2,Prepaid,1
3499,57,21.04,423.0,4,Prepaid,1
3500,20,14.8,360.0,4,Postpaid,0
3501,11,9.01,339.0,2,Postpaid,0
3502,16,17.54,599.0,1,Prepaid,0
3503,51,11.95,478.0,4,Postpaid,0
3504,31,10.89,382.0,0,Postpaid,0
3505,55,8.6,383.0,2,Prepaid,1
3506,6,2.61,426.0,1,Prepaid,0
3507,56,15.02,484.0,1,Postpaid,0
3508,19,3.86,592.0,0,Prepaid,0
3509,37,8.03,338.0,1,Prepaid,1
3510,58,14.16,251.0,1,Postpaid,1
3511,4,9.5,317.0,0,Prepaid,1
3512,47,12.79,269.0,5,Postpaid,0
3513,4,5.93,171.0,2,Prepaid,0
3514,20,10.26,612.0,3,Postpaid,0
3515,10,12.82,528.0,4,Prepaid,1
3516,24,7.24,57.0,0,Prepaid,0
3517,54,20.43,433.0,0,Postpaid,1
3518,35,8.81,343.0,1,Postpaid,1
3519,26,18.89,326.0,0,Prepaid,0
3520,37,11.16,50.0,0,Postpaid,0
3521,38,4.16,396.0,1,Prepaid,0
3522,21,6.32,412.0,0,Postpaid,0
3523,54,12.88,223.0,1,Postpaid,0
3524,40,17.16,643.0,2,Postpaid,0
3525,39,20.85,519.0,1,Postpaid,1
3526,21,12.64,240.0,3,Prepaid,1
3527,10,6.11,553.0,0,Prepaid,0
3528,38,13.39,330.0,2,Prepaid,1
3529,46,7.87,558.0,2,Prepaid,0
3530,4,13.96,184.0,2,Postpaid,0
3531,57,7.29,426.0,0,Postpaid,0
3532,45,1.55,218.0,1,Prepaid,1
3533,20,18.58,274.0,1,Postpaid,0
3534,17,10.87,110.0,4,Postpaid,0
3535,55,12.25,215.0,1,Postpaid,0
3536,7,16.98,214.0,1,Postpaid,0
3537,4,21.39,195.0,4,Prepaid,1
3538,29,15.6,428.0,1,Prepaid,0
3539,14,12.52,135.0,3,Prepaid,1
3540,3,14.31,445.0,1,Postpaid,0
3541,24,10.53,551.0,1,Postpaid,1
3542,37,12.18,267.0,3,Postpaid,0
3543,16,12.72,387.0,1,Prepaid,0
3544,58,8.07,350.0,1,Postpaid,1
3545,55,12.11,338.0,2,Prepaid,0
3546,52,13.84,50.0,3,Postpaid,0
3547,4,14.59,231.0,3,Prepaid,0
3548,56,14.19,619.0,0,Postpaid,0
3549,24,5.3,449.0,2,Prepaid,1
3550,34,18.15,364.0,2,Postpaid,1
3551,30,17.73,97.0,6,Postpaid,1
3552,18,11.52,489.0,0,Postpaid,0
3553,19,14.28,263.0,1,Prepaid,0
3554,31,10.92,214.0,0,Postpaid,0
3555,19,15.76,229.0,4,Postpaid,0
3556,49,7.93,477.0,0,Postpaid,0
3557,46,18.71,389.0,1,Prepaid,0
3558,19,15.51,530.0,1,Postpaid,1
3559,22,15.63,569.0,1,Postpaid,0
3560,24,11.47,289.0,3,Prepaid,1
3561,45,4.94,394.0,4,Postpaid,1
3562,12,16.42,355.0,1,Postpaid,1
3563,30,5.1,196.0,0,Prepaid,0
3564,58,16.48,217.0,1,Postpaid,0
3565,38,8.14,375.0,5,Postpaid,0
3566,53,4.06,391.0,3,Postpaid,0
3567,31,12.0,392.0,1,Postpaid,1
3568,36,17.91,392.0,3,Postpaid,1
3569,19,7.17,278.0,1,Prepaid,0
3570,48,20.0,718.0,1,Prepaid,0
3571,45,15.28,435.0,2,Postpaid,0
3572,36,12.78,314.0,3,Prepaid,0
3573,30,9.82,460.0,0,Prepaid,0
3574,55,10.17,272.0,0,Prepaid,0
3575,49,14.15,404.0,0,Prepaid,0
3576,55,16.23,460.0,3,Postpaid,1
3577,33,9.03,483.0,2,Postpaid,0
3578,18,7.97,211.0,0,Postpaid,0
3579,52,10.93,854.0,1,Prepaid,0
3580,49,18.97,577.0,6,Prepaid,0
3581,59,5.92,705.0,1,Postpaid,1
3582,28,17.71,362.0,2,Postpaid,0
3583,59,12.21,437.0,0,Postpaid,0
3584,47,3.74,405.0,3,Postpaid,0
3585,11,9.69,318.0,1,Postpaid,0
3586,57,15.05,514.0,2,Postpaid,0
3587,54,21.01,267.0,4,Postpaid,1
3588,45,5.36,505.0,0,Postpaid,1
3589,33,1.0,325.0,1,Prepaid,0
3590,17,5.45,460.0,1,Prepaid,0
3591,6,17.65,619.0,1,Postpaid,0
3592,4,3.03,380.0,0,Postpaid,0
3593,20,19.49,517.0,1,Prepaid,0
3594,48,18.07,324.0,1,Postpaid,0
3595,47,12.96,223.0,1,Postpaid,0
3596,27,8.87,649.0,0,Prepaid,0
3597,15,12.28,512.0,0,Postpaid,1
3598,6,15.06,380.0,2,Postpaid,1
3599,47,14.29,504.0,0,Prepaid,0
3600,14,20.7,248.0,2,Postpaid,0
3601,11,10.7,466.0,1,Prepaid,0
3602,39,5.5,433.0,0,Postpaid,0
3603,9,4.61,498.0,1,Postpaid,0
3604,26,3.61,646.0,3,Postpaid,1
3605,16,12.98,617.0,2,Postpaid,0
3606,5,10.83,192.0,2,Prepaid,1
3607,57,12.16,101.0,1,Prepaid,0
3608,52,9.31,437.0,1,Postpaid,0
3609,10,6.45,425.0,1,Postpaid,0
3610,50,15.07,230.0,1,Postpaid,1
3611,3,1.0,256.0,1,Prepaid,0
3612,13,7.99,284.0,4,Postpaid,0
3613,43,15.93,600.0,1,Postpaid,0
3614,49,7.5,329.0,0,Prepaid,0
3615,30,13.96,174.0,0,Postpaid,0
3616,54,8.0,390.0,0,Prepaid,0
3617,45,9.72,400.0,2,Postpaid,0
3618,6,14.87,245.0,3,Prepaid,0
3619,17,5.61,489.0,0,Prepaid,0
